category,headline,authors,link,short_description,date
HEALTHY LIVING,Weight Discrimination In The Workplace: The Troubling Lack Of Plus-Sized CEOs,"Refinery29, ContributorThe #1 new-media brand for smart, creative and stylish women e...",https://www.huffingtonpost.com/entry/weight-discrimination-in-the-workplace-the-troubling_us_5a13430de4b05ec0ae844494,"If plus-sized women aren’t being hired, they can’t get (or won’t) promoted either.",2017-11-20
HEALTHY LIVING,People May Never Fully Recover From A Real Broken Heart,"Refinery29, ContributorThe #1 new-media brand for smart, creative and stylish women e...",https://www.huffingtonpost.com/entry/people-may-never-fully-recover-from-a-real-broken-heart_us_5a134609e4b08b00ba6732f0,"For some people, a broken heart is very literal.",2017-11-20
HEALTHY LIVING,So THAT'S Why Your Alarm Snoozes For 9 Minutes,Lindsay Holmes,https://www.huffingtonpost.com/entry/snooze-button-9-minutes_us_5a130a4ae4b0aa32975cacc8,Mystery solved.,2017-11-20
HEALTHY LIVING,"Blue Christmas? For Teens, Depression Can Worsen This Time Of Year","Kristi Hugstad, Contributor Author, speaker, certified Grief Recovery Specialist, and hos...",https://www.huffingtonpost.com/entry/blue-christmas-for-teens-depression-can-worsen-this_us_5a11bc35e4b023121e0e93e0,"Secret Santas and ugly sweater parties might seem like the highlight of the year, but when you’re suffering from depression",2017-11-19
HEALTHY LIVING,I Survived 8 Cancer Battles. Here Are 5 Life Lessons I Learned,"Healthline, ContributorWe want to be your most trusted ally in pursuit of health and ...",https://www.huffingtonpost.com/entry/i-survived-8-cancer-battles-here-are-5-life-lessons_us_5a0f29d7e4b0e30a95850684,1. Know your family history,2017-11-17
HEALTHY LIVING,I Lost My Mom During My First Pregnancy,"Healthline, ContributorWe want to be your most trusted ally in pursuit of health and ...",https://www.huffingtonpost.com/entry/i-lost-my-mom-during-my-first-pregnancy_us_5a0f1bede4b0e6450602ea5e,"As the cancer progressed, it became clear to me that she would pass away before the baby arrived.",2017-11-17
HEALTHY LIVING,Michelle Obama Just Gave The Best Life Advice For The Trump Era,Lindsay Holmes,https://www.huffingtonpost.com/entry/michelle-obama-life-advice-trump_us_5a0ef57ee4b045cf43710100,A mental health expert breaks down how effective her tips are.,2017-11-17
HEALTHY LIVING,Letting Them Die: The Stigma Of Heroin Addiction And The Expanding Epidemic,"Miriam Greenspan, ContributorMiriam Greenspan is an internationally known psychotherapist, ...",https://www.huffingtonpost.com/entry/letting-them-die-the-stigma-of-heroin-addiction-and_us_5a0cf5e7e4b023a796fed3ec,Nobody knows better than the mother of a heroin addict that stigma breeds death.,2017-11-16
HEALTHY LIVING,It’s Time To Demand Better For Those Fighting The World’s Toughest Cancer,"Julie Fleshman, JD, MBA, ContributorPresident and CEO of the Pancreatic Cancer Action Network",https://www.huffingtonpost.com/entry/its-time-to-demand-better-for-those-fighting-the-worlds-toughest-cancer_us_5a0dbe6fe4b0c0b2f2f87da7,Let’s turn World Pancreatic Cancer Day from a day of awareness into a day of action.,2017-11-16
HEALTHY LIVING,These Black Friday Deals On Fitbits Will Get You Moving,Brittany Nims,https://www.huffingtonpost.com/entry/black-friday-deals-on-fitbits_us_5a0dd08be4b0b17e5e14e3fd,Deals worth jumping on 🏃,2017-11-16
HEALTHY LIVING,7 Odd Things That Happen To Your Body When It's Cold Outside,Lindsay Holmes,https://www.huffingtonpost.com/entry/body-in-cold-weather_us_5a0b0256e4b00a6eece44d3d,Who knew?,2017-11-15
HEALTHY LIVING,"Cardiology Nurse, Heart Attack Survivor Has Message For Women: ‘Listen To Your Body’","Mayo Clinic Women's Health, ContributorOptimizing women's health and well-being throughout their life...",https://www.huffingtonpost.com/entry/cardiology-nurse-heart-attack-survivor-has-message_us_5a0c632fe4b060fb7e59d522,"Kristin O’Meara’s story, she says, is one of denial. It began with searing chest pain, a serious symptom Kristin understands",2017-11-15
HEALTHY LIVING,This Is The Least Productive Time Of The Day,Todd Van Luling,https://www.huffingtonpost.com/entry/least-productive-work-time_us_5a09ce1ae4b00a6eece31fd2,"Finally, a justification to do a little less work.",2017-11-14
HEALTHY LIVING,Dancer's Video Of Her ‘Jiggle’ Goes Viral For Her Moves And Body Positivity,"Maggie Parker, Yahoo Lifestyle",https://www.huffingtonpost.com/entry/dancers-video-of-her-jiggle-goes-viral-for-her-moves-and-body-positivity_us_5a0b5f83e4b0b17ffce0f590,"In the words of Destiny’s Child, we are so ready for this jelly. A Dance Your Pounds Off instructor has shared a video of",2017-11-14
HEALTHY LIVING,Why Mornings Are Mandy Moore's Favorite Time Of The Day,Lindsay Holmes,https://www.huffingtonpost.com/entry/mandy-moore-morning-routine_us_5a03c319e4b0937b510f869e,Hint: Caffeine is involved.,2017-11-13
HEALTHY LIVING,Diabetes And Influenza: A Dangerous Combination,"Dr. Melvin Sanicas, ContributorVaccinologist, Public Health Physician, Gates Global Health Fe...",https://www.huffingtonpost.com/entry/diabetes-influenza-a-dangerous-combination_us_5a0909dde4b0cc46c52e6bde,"The flu can complicate diabetes. Influenza is highly contagious, as the viruses are spread when an infected person coughs",2017-11-13
HEALTHY LIVING,The '20-Armed Octopus': Deconstructing The Opioid Epidemic,"Jesse Mechanic, ContributorWriter. Founding Editor of TheOvergrown.com",https://www.huffingtonpost.com/entry/the-20-armed-octopus-deconstructing-the-opioid-epidemic_us_5a0909a5e4b0f1dc729a6c5c,"Dr. Abigail Zavod, when speaking about the opioid crisis during a grand rounds presentation at Dartmouth, likened it to a",2017-11-13
HEALTHY LIVING,Bill Gates Commits $100 Million To Seek Treatments For Alzheimer's,,https://www.huffingtonpost.com/entry/bill-gates-alzhimers-disease_us_5a098367e4b05673aa5a919a,"“I hope that in the next 10 years that we have some powerful drugs, but it’s possible that won’t be achieved.”",2017-11-13
HEALTHY LIVING,New Blood Pressure Guidelines Should Clarify Your Status -- What To Do About It,"Nancy Brown, ContributorCEO, American Heart Association",https://www.huffingtonpost.com/entry/new-blood-pressure-guidelines-should-clarify-your-status_us_5a08ed4ce4b0cc46c52e6bc3,"There’s a new way to classify blood pressure readings, and the biggest change is for anyone who’s been described as “prehypertensive",2017-11-13
HEALTHY LIVING,8 Thanksgiving Main Dishes That Aren't Traditional Turkey,"Jennifer Segal, ContributorChef, Cookbook Author, Busy Mom",https://www.huffingtonpost.com/entry/8-thanksgiving-main-dishes-that-arent-traditional_us_5a0364a7e4b055de8d096a20,Chicken Marbella is probably the most famous dish to come out of the beloved Silver Palate Cookbook by Julie Rosso and the,2017-11-12
HEALTHY LIVING,Handcuffed To Opioid Addiction,"Ritchie Farrell, ContributorAuthor and du-Pont-Columbia Award Recipient",https://www.huffingtonpost.com/entry/heroin-treatment-handcuffed-to-addiction_us_5a06fc88e4b0cc46c52e6ac7,I think back on one of the many days I was dope-sick. I was still with my wife and kids. It was near sunrise. I drove from,2017-11-12
HEALTHY LIVING,What My Mother's Weight Struggle Taught Me About Loving My Body,"Refinery29, ContributorThe #1 new-media brand for smart, creative and stylish women e...",https://www.huffingtonpost.com/entry/what-my-mothers-weight-struggle-taught-me-about-loving_us_5a058412e4b0f1dc729a6a1e,"It’s been a long time coming, but my mom has finally embraced her beautiful body, too.",2017-11-10
HEALTHY LIVING,Let Men Have Feelings,"Jon Savitt, ContributorWriter. Comedian | jonsavittwrites.com",https://www.huffingtonpost.com/entry/let-men-have-feelings_us_5a05d787e4b0f1dc729a6a76,We need to address toxic masculinity without taking away from the stories being shared or those who are bravely coming forward.,2017-11-10
HEALTHY LIVING,A Toast To Your Health?,"David L. Katz, M.D., M.P.H., ContributorFounder, True Health Initiative",https://www.huffingtonpost.com/entry/a-toast-to-your-health_us_5a05bb46e4b0cc46c52e69ba,"The focus on nutrition in our popular culture is, alas, incredibly simple-minded. For decades, we have listed as a culture",2017-11-10
HEALTHY LIVING,22 Unexpected Things That Relax People Who Live With Anxiety,"The Mighty, ContributorWe face disability, disease and mental illness together.",https://www.huffingtonpost.com/entry/22-unexpected-things-that-relax-people-who-live-with_us_5a0493fae4b0c7511e1b3aa1,We know how difficult it can be to relax when anxiety is making you anything but calm.,2017-11-09
HEALTHY LIVING,"To The Girl Struggling With Self-Worth, You’re Doing Alright","Healthline, ContributorWe want to be your most trusted ally in pursuit of health and ...",https://www.huffingtonpost.com/entry/to-the-girl-struggling-with-self-worth-youre-doing_us_5a0337b7e4b02f3ab3377eda,There’s nothing wrong with being an introvert.,2017-11-08
HEALTHY LIVING,"What Happens When You Put 500,000 People's DNA Online","The Atlantic, ContributorExploring the American idea since 1857",https://www.huffingtonpost.com/entry/what-happens-when-you-put-500000-peoples-dna-online_us_5a032d26e4b02f3ab3377ec3,Never had genetics research moved so fast.,2017-11-08
HEALTHY LIVING,The 2016 Election Is Still Straining Relationships,Lindsay Holmes,https://www.huffingtonpost.com/entry/election-relationships-strain_us_5a00bd89e4b0c9653001a6a8,"Political stress is taking a toll on families and couples, new polls show.",2017-11-08
HEALTHY LIVING,People On Twitter Are Sharing The Dumbest Things They've Ever Cried Over,Brittany Wong,https://www.huffingtonpost.com/entry/people-on-twitter-are-sharing-the-dumbest-thing-theyve-ever-cried-ove_us_5a02017de4b06ff32c93e45d,"""I once cried because I couldn’t get my eyebrows to look the same.""",2017-11-07
HEALTHY LIVING,How Women And Girls Cope With Getting Their Periods In Refugee Camps,"Ronnie Cohen, Reuters",https://www.huffingtonpost.com/entry/how-women-and-girls-cope-with-getting-their-periods-in-refugee-camps_us_5a01f14be4b04e96f0c5c446,Getting a hold of disposable pads is the least of their problems.,2017-11-07
HEALTHY LIVING,What Stress Does To Your Sex Life,"Dr. Kurt Smith, ContributorClinical Director, Guy Stuff Counseling & Coaching",https://www.huffingtonpost.com/entry/what-stress-does-to-your-sex-life_us_5a0111dee4b085d72ae06cb2,"We manage a lot in our lives and relationships, especially during the years of life where our careers and families are taking",2017-11-07
HEALTHY LIVING,WHO Urges End To Routine Antibiotic Use In Farm Animals To Stem Rise Of Superbugs,Lauren Weber,https://www.huffingtonpost.com/entry/who-antibiotics-farm-animals_us_5a01fa3be4b0920530585dd9,"The WHO director-general called the declining efficacy of antibiotics a ""security threat.""",2017-11-07
HEALTHY LIVING,Emerging From Mastectomy With A Healthy Body Image Intact,"Mayo Clinic Women's Health, ContributorOptimizing women's health and well-being throughout their life...",https://www.huffingtonpost.com/entry/emerging-from-mastectomy-with-a-healthy-body-image_us_5a01c31ee4b05c84181665ef,"For eight years, Margaret Pelikan dreaded mammograms. In 2008, she had been diagnosed with a condition called lobular carcinoma",2017-11-07
HEALTHY LIVING,America’s Drug Overdose Death Rate Keeps Getting Worse: CDC,Sarah Ruiz-Grossman,https://www.huffingtonpost.com/entry/drug-overdose-death-rate-rise-2016-cdc_us_5a0211d3e4b06ff32c940276,The opioid crisis is killing more and more Americans each year.,2017-11-07
HEALTHY LIVING,A Promising Experimental Vaccine Could One Day Be A Universal Flu Shot,"Rachael Rettner, LiveScience",https://www.huffingtonpost.com/entry/a-promising-experimental-vaccine-could-one-day-be-a-universal-flu-shot_us_5a0085a0e4b0baea26338d5a,Animal experiments showed that it protected them from typically lethal doses of the flu.,2017-11-06
HEALTHY LIVING,Even The Young And Invincible Need Health Insurance,"Nancy Brown, ContributorCEO, American Heart Association",https://www.huffingtonpost.com/entry/even-the-young-and-invincible-need-health-insurance_us_59fce090e4b05e3e1f0a010f,All Andrew Blackshear did was breathe. Driving through California’s San Joaquin Valley on his way back from a summer break,2017-11-06
HEALTHY LIVING,20 Years Of Progress And Millions Of Babies: Milestones For Infertility,"Dr. David Adamson, ContributorFounder and CEO, ARC Fertility",https://www.huffingtonpost.com/entry/twenty-years-of-progress-and-millions-of-babies-milestones_us_5a00d2e3e4b03f96552bfc8b,"Advances made in the treatment of infertility over the past 20 years are impressive, ranging from radical new techniques",2017-11-06
HEALTHY LIVING,Dumpster Site Where Brock Turner Sexually Assaulted A Woman Turned Into Tranquil Memorial,"Rachel Grumman Bender, Yahoo Lifestyle",https://www.huffingtonpost.com/entry/dumpster-site-where-brock-turner-sexually-assaulted-a-woman-turned-into-tranquil-memorial_us_5a00ca53e4b07eb511817bb0,Stanford University turned the dumpster site where Brock Turner sexually assaulted an unconscious young woman — known as,2017-11-06
HEALTHY LIVING,How Sexual Harassment Can Damage Your Health,"Ally Hirschlag, On Assignment For HuffPost",https://www.huffingtonpost.com/entry/sexual-harassment-health_us_59fb40b4e4b0b0c7fa389d19,And what you can do about it.,2017-11-06
HEALTHY LIVING,I Am A Heroin Addict Redux,"Ritchie Farrell, ContributorAuthor and du-Pont-Columbia Award Recipient",https://www.huffingtonpost.com/entry/i-am-a-heroin-addict-redux_us_59ff8afae4b0d467d4c22640,Now is the time to warn the children of America about the Beast bearing gifts.,2017-11-05
HEALTHY LIVING,A Controversial Experiment Upends The Conventional Wisdom On Heart Stents,Anna Almendrala,https://www.huffingtonpost.com/entry/a-groundbreaking-heart-stent-experiment-reveals-just-how-powerful-the-placebo-effect-is_us_59fce72de4b0c9652fff6b9a,"In addition to its finding on stents, the test showed the importance of the placebo effect.",2017-11-04
HEALTHY LIVING,Hepatitis A Is Surging And Cities Don't Have The Resources To Stop It,Lauren Weber and Alissa Scheller,https://www.huffingtonpost.com/entry/hepatitis-a-2017-vaccine_us_59f21cc6e4b07fdc5fbcd1ef,"Cases have jumped 28 percent this year, and there's a ""constrained supply"" of vaccine.",2017-11-04
HEALTHY LIVING,"I’m A Therapist, And Sometimes I Get Deeply Lonely – Here’s How I Deal","Megan Bruneau, M.A. RCC, ContributorI'm a psychotherapist, executive coach, podcast host, and writ...",https://www.huffingtonpost.com/entry/im-a-therapist-im-spiritual-and-sometimes-i-get_us_59fdf6c9e4b05e3e1f0a0198,Last Sunday I schlepped myself home from a friend’s place at 5:41am. My “I’m going to have one drink!” night turned into,2017-11-04
